,經度,緯度
306,121.5253248,25.0894156
307,121.5251627,25.0901778
308,121.5245638,25.0903359
309,121.5242245,25.0902297
310,121.5252730,25.1079509
311,121.5214379,25.0884726
312,121.5182112,25.0885734
313,121.5176654,25.0867386
314,121.5240137,25.1027008
315,121.5245545,25.1014186
316,121.5247703,25.1028126
317,121.5230314,25.1028996
318,121.5208815,25.0937439
319,121.5196209,25.0910574
320,121.5164346,25.1109641
321,121.5152835,25.1120314
322,121.5506315,24.9876865
323,121.5216299,25.1019846
324,121.5204120,25.1028279
325,121.5208336,25.1025011
326,121.5078123,25.0892255
327,121.5076783,25.0893319
328,121.5085084,25.0885297
329,121.5085366,25.0884945
330,121.5333152,25.0541912
331,121.5247486,25.0243514
332,121.5125643,25.0526191
333,121.5116522,25.0542975
334,121.5116424,25.0544341
335,121.5479708,24.9996682
336,121.5450136,24.9985050
337,121.5439381,25.0361764
338,121.5324435,25.0359929
339,121.5526646,25.0397195
340,121.5183686,25.1098765
341,121.5505698,25.0010928
342,121.5504129,25.0012982
343,121.5492019,25.0007828
344,121.5494393,25.0008375
345,121.5481619,25.0001945
346,121.5407824,25.0826401
347,121.5184410,25.0572346
348,121.5136092,25.0572426
349,121.5136039,25.0571671
350,121.5361517,25.0256337
351,121.5290994,25.0226078
352,121.5292007,25.0225629
353,121.5548238,25.0015626
354,121.5461616,25.0286498
355,121.5409836,24.9974920
356,121.5779425,25.0778127
357,121.6131045,25.0702269
358,121.6133418,25.0702311
359,121.6154363,25.0693794
360,121.5762903,25.0782426
361,121.5763786,25.0784023
362,121.5121711,25.0591829
363,121.5393416,25.0041662
364,121.4966394,25.0352140
365,121.5376300,25.0545677
366,121.5410813,25.0547607
367,121.5417380,25.0547767
368,121.5425040,25.0544452
369,121.5428224,25.0547163
370,121.5452839,25.0544037
371,121.5246846,25.0361163
372,121.5278421,25.0357839
373,121.5927041,25.0817388
374,121.5398674,25.0286429
375,121.5400964,25.0286208
376,121.5619162,25.0409886
377,121.5541393,25.0011732
378,121.5531941,25.0011892
379,121.5550210,25.0013487
380,121.5530429,25.0565712
381,121.6125663,25.0686352
382,121.5485432,25.0538136
383,121.6148282,25.0684638
384,121.5461308,25.0441982
385,121.5065280,25.0414485
386,121.5408648,25.0564750
387,121.5427974,25.0543842
388,121.5195394,25.0314221
389,121.5695377,25.0411830
390,121.5254134,25.0609569
391,121.5167897,25.0443388
392,121.5167267,25.0443398
393,121.5761868,25.0584324
394,121.5210094,25.0527075
395,121.5206894,25.0543467
396,121.5316455,25.0410634
397,121.5467147,25.1379451
398,121.5688919,25.0422371
399,121.5674795,25.0419071
400,121.5674252,25.0422529
401,121.5635286,25.0557845
402,121.5790632,25.0413208
403,121.5412787,25.0422930
404,121.5406121,25.0422298
405,121.5188165,25.0933855
406,121.5684500,25.0426523
407,121.5613473,24.9850503
408,121.5189372,25.0403161
409,121.5426956,25.0621520
410,121.5429655,25.0621533
411,121.5934902,25.0827837
412,121.5533674,25.0454059
413,121.4975131,25.0357170
414,121.4974540,25.0351788
415,121.5390531,25.0423914
416,121.5188956,25.0314277
417,121.5262461,25.0518976
418,121.5136707,25.0563720
419,121.5455394,25.0337909
420,121.5119980,25.0441634
421,121.5640613,25.0415117
422,121.5659610,25.0420615
423,121.5434507,25.0621572
424,121.5149058,25.0295989
425,121.5084511,25.0448020
426,121.5074936,25.0410221
427,121.5077859,25.0418179
428,121.5115374,25.0561962
429,121.5118974,25.0505434
430,121.4991390,25.0359025
431,121.4991222,25.0359032
432,121.5099352,25.0531443
433,121.5145015,25.0526597
434,121.4947504,25.0280299
435,121.4944958,25.0280008
436,121.4931390,25.0261496
437,121.4972312,25.0314492
438,121.5042654,25.0380529
439,121.5011623,25.0385450
440,121.5000816,25.0383027
441,121.5151228,25.0514655
442,121.5136350,25.0519373
443,121.6152320,25.0452378
444,121.5294923,25.0488604
445,121.5115414,25.0521780
446,121.5093448,25.0521268
447,121.5310727,25.0581093
448,121.5319710,25.0485580
449,121.5113721,25.0446559
450,121.5439493,25.0608909
