,經度,緯度
113,121.5880279,25.0984236
114,121.5443006,25.0609145
115,121.5129220,25.0632878
116,121.5266035,25.0627256
117,121.5408658,24.9929584
118,121.5413426,24.9915348
119,121.5361882,24.9957106
120,121.5409081,24.9934157
121,121.5407548,24.9929094
122,121.5468730,24.9868701
123,121.5064330,25.0355197
124,121.5057863,25.0329512
125,121.4999266,25.0334399
126,121.5040244,25.0356903
127,121.5573807,25.0414108
128,121.5784149,25.1430365
129,121.6055063,24.9704386
130,121.6175504,25.0399107
131,121.6164263,25.0548250
132,121.6165385,25.0428838
133,121.4671617,25.1256883
134,121.5410717,25.0623936
135,121.5374386,25.0624234
136,121.5333795,25.0633385
137,121.5912135,25.0395790
138,121.5331615,25.0594133
139,121.5330358,25.0520141
140,121.5649634,25.0407858
141,121.5445763,25.0971732
142,121.5493412,25.0999355
143,121.5009418,25.1599192
144,121.5353530,25.0778692
145,121.5319774,25.0780547
146,121.5770039,25.1158177
147,121.5740153,25.1162470
148,121.5738075,25.1161937
149,121.5923130,25.0717439
150,121.5600530,24.9964750
151,121.5577838,24.9991506
152,121.5594540,24.9976773
153,121.5587788,24.9929620
154,121.5595040,24.9947153
155,121.5570337,24.9995152
156,121.5584949,24.9982685
157,121.5594086,24.9938570
158,121.5781643,25.0491542
159,121.6173465,25.0463527
160,121.5474402,25.0798652
161,121.5750923,25.0801330
162,121.6165938,25.0433660
163,121.5909192,25.0496443
164,121.5380541,25.0980535
165,121.5113700,25.0765952
166,121.5244288,25.0958919
167,121.5381078,25.0117493
168,121.5445942,25.0206971
169,121.5447412,25.0173509
170,121.5422046,25.0157067
171,121.5352306,25.0139609
172,121.5401364,25.0134440
173,121.5375347,25.0117526
174,121.5345306,25.0217860
175,121.5424914,25.0154569
176,121.5405204,25.0141880
177,121.5443935,25.0175377
178,121.5739874,24.9978138
179,121.5474361,25.0196586
180,121.5663635,25.0446596
181,121.5131441,25.1202876
182,121.5661416,25.0824040
183,121.5694603,25.0821157
184,121.5692296,25.0819068
185,121.5587834,24.9923889
186,121.5603837,24.9970009
187,121.5623931,24.9975717
188,121.5410453,24.9957413
189,121.5408106,24.9934468
190,121.5388674,25.0017880
191,121.5384741,25.0032293
192,121.5380451,25.0081299
193,121.5396022,25.0000451
194,121.5292584,25.0338425
195,121.5072858,25.0566959
196,121.6172189,25.0545687
197,121.5822613,25.0447727
198,121.5929403,25.0690113
199,121.5931693,25.0687634
200,121.5907792,25.0669269
201,121.5904994,25.0669794
202,121.5235003,25.0448317
203,121.5424627,25.0154881
204,121.6058248,25.0529226
205,121.5338968,25.0152562
206,121.5345058,25.0144966
207,121.5531388,25.0238241
208,121.5108448,25.0358691
209,121.5087636,25.0426955
210,121.5087198,25.0425543
211,121.5108570,25.0359989
212,121.5228790,25.0263895
213,121.5174695,25.0339152
214,121.5160696,25.0416811
215,121.5195922,25.0620620
216,121.5697491,25.0327606
217,121.5205727,25.0576375
218,121.5174766,25.0339192
219,121.5581346,24.9994168
220,121.5434826,25.0260979
221,121.5581626,24.9994439
222,121.5437498,25.0409811
223,121.5230236,25.0264081
224,121.5518144,25.0629825
225,121.5473612,25.0799545
226,121.5474466,25.0798529
227,121.5437872,25.0409821
228,121.5442240,25.0606869
229,121.5326856,25.0385301
230,121.5325716,25.0338844
231,121.5328318,25.0446370
232,121.5416336,25.0579346
233,121.5341065,25.0215208
234,121.5382666,25.0579866
235,121.5347979,25.0263602
236,121.5346178,25.0144611
237,121.5327185,25.0403938
238,121.5329711,25.0523379
239,121.5352720,25.0580268
240,121.5427462,24.9927978
241,121.5473228,25.0578350
242,121.5452330,25.0578472
243,121.5335151,25.0307609
244,121.5329310,25.0486535
245,121.5330357,25.0550139
246,121.5345420,25.0246533
247,121.5435441,25.0519489
248,121.5437300,25.0518209
249,121.5515171,25.0517445
250,121.5006546,25.0308678
251,121.5005987,25.0287322
252,121.5284523,25.0230888
253,121.5394170,25.0012081
254,121.5285247,25.0259008
255,121.5388511,25.0026593
256,121.5298650,25.0263365
257,121.5384150,25.0254227
258,121.5420799,25.0249166
259,121.5436443,25.0260474
260,121.5439394,25.0428543
261,121.5436891,25.0315936
262,121.5437693,25.0346262
263,121.5438635,25.0385899
264,121.5329799,25.0261212
265,121.5441651,25.0513887
266,121.5441803,25.0551980
267,121.5362360,25.0257139
268,121.5389425,25.0069402
269,121.5284168,25.0206642
270,121.5440302,25.0464738
271,121.6097167,25.0338347
272,121.6170902,25.0383385
273,121.5407324,24.9929966
274,121.5352759,25.0334551
275,121.5352971,25.0336059
276,121.5436292,25.0422833
277,121.5375849,25.0461272
278,121.5430936,25.0472803
279,121.5324129,25.0578676
280,121.5538372,25.0482656
281,121.5402380,24.9993669
282,121.5398067,24.9907490
283,121.5412872,24.9952578
284,121.5406719,24.9922093
285,121.5401142,24.9908511
286,121.6115169,25.0674809
287,121.6117387,25.0673243
288,121.6073019,25.0726344
289,121.5849058,25.0785258
290,121.5750597,25.0801020
291,121.5672800,25.0821008
292,121.6023300,25.0837381
293,121.5556465,25.0848265
294,121.6043386,25.0517763
295,121.5178524,25.0460114
296,121.5573719,25.0412904
297,121.5661026,25.0410440
298,121.5328404,25.0423218
299,121.5757194,25.0407944
300,121.5437488,25.0415894
301,121.5243965,25.0446263
302,121.5823736,25.0447111
303,121.5234683,25.0447097
304,121.5085770,25.0427238
305,121.4995816,25.0353283
306,121.5331080,25.0593739
307,121.5266009,25.0626165
308,121.5129002,25.0631735
309,121.5389580,25.0018144
310,121.5389474,25.0018788
311,121.5161259,25.0417247
312,121.5163744,25.0419967
313,121.5167093,25.0438823
314,121.5169614,25.0441666
315,121.5174457,25.0449136
316,121.5600888,25.0335225
317,121.5596463,25.0335055
318,121.5385685,25.0032345
319,121.5331062,25.0546318
320,121.5330335,25.0517675
321,121.5331574,25.0577229
322,121.5169594,25.0474220
323,121.5896591,25.0069759
324,121.5732440,25.1307363
325,121.5277577,25.0265090
326,121.5254925,25.0586739
327,121.5247747,25.0581549
328,121.5244611,25.0579637
329,121.5270789,25.0579515
330,121.5426221,25.0417471
331,121.5339600,25.0422759
332,121.5341934,25.0419878
333,121.5254083,25.0555367
334,121.5253323,25.0532710
335,121.5254448,25.0572406
336,121.5602468,24.9816407
337,121.5334732,25.0636295
338,121.5306249,25.0647472
339,121.5380242,25.0263201
340,121.5368561,25.0077050
341,121.5294231,25.0275803
342,121.5753648,25.0772346
343,121.5763626,25.0787981
344,121.5889282,25.0863246
345,121.5865762,25.0884833
346,121.5439471,25.0569402
347,121.5333322,25.0613550
348,121.5329805,25.0624656
349,121.5432729,25.0229695
350,121.5350566,25.0577654
351,121.5346458,25.0577651
352,121.5384167,25.0576986
353,121.5556598,25.0848677
354,121.5066270,25.0357061
355,121.5064529,25.0364194
356,121.5187213,25.0390998
357,121.5184069,25.0392730
358,121.5186463,25.1101469
359,121.5674044,25.0822089
360,121.5406433,24.9929475
361,121.5768124,24.9693626
362,121.5021909,25.0219929
363,121.5881977,24.9682755
364,121.5882150,24.9683024
365,121.5879950,24.9686292
366,121.5878915,24.9686215
367,121.5799175,24.9711193
368,121.5771288,25.0499412
369,121.5919677,25.0540387
370,121.5261103,25.0282242
371,121.5263916,25.0287388
372,121.5490286,25.0265029
373,121.5425666,25.0014830
374,121.5565940,25.0282827
375,121.5570908,25.0286244
376,121.5558081,25.0004245
377,121.5530930,25.0014375
378,121.5500383,25.0010599
379,121.5400551,25.0043197
380,121.5439626,24.9997743
381,121.5474734,24.9996086
382,121.5565813,25.0042238
383,121.5519705,25.0237149
384,121.5478930,25.0176711
385,121.5513075,25.0151579
386,121.5558431,25.0030796
387,121.5551262,25.0018879
388,121.5549231,25.0262800
389,121.5516669,25.0237218
390,121.5475014,25.0196082
391,121.5476677,25.0203009
392,121.5546403,25.0263306
393,121.5398054,25.0041423
394,121.5384736,25.0075782
395,121.5503079,25.0009703
396,121.5406554,25.0254026
397,121.5422527,25.0251558
398,121.5448098,25.0248675
399,121.5438330,24.9996016
400,121.5422063,25.0016000
401,121.5458587,24.9987974
402,121.5475584,25.0246995
403,121.5391609,25.0255627
404,121.5512058,25.0245297
405,121.5478618,24.9996669
406,121.5689300,24.9867200
407,121.5707228,24.9871941
408,121.5763370,24.9881913
409,121.5746856,24.9877864
410,121.5770110,24.9890510
411,121.5769064,24.9903655
412,121.5746514,24.9918634
413,121.5738032,24.9928588
414,121.5736545,24.9934078
415,121.5762115,24.9963259
416,121.5801208,24.9987840
417,121.5767756,24.9896645
418,121.5764897,24.9966115
419,121.5741632,24.9916153
420,121.5598410,24.9962750
421,121.5597300,24.9895660
422,121.5626300,24.9890400
423,121.5666086,24.9885436
424,121.5685467,24.9883715
425,121.5760523,24.9877328
426,121.5686640,24.9879908
427,121.5664024,24.9885992
428,121.5699976,24.9877720
429,121.5799895,24.9985605
430,121.5533284,25.0012218
431,121.5625690,24.9890394
432,121.5592307,24.9907693
433,121.5599354,24.9894432
434,121.5466336,25.0417123
435,121.5275699,25.0438458
436,121.5228464,25.0450547
437,121.5165389,25.0465696
438,121.5589843,25.0414841
439,121.5313575,25.0428425
440,121.5563194,25.0414988
441,121.5536192,25.0415052
442,121.5501706,25.0416250
443,121.5476064,25.0414136
444,121.5392098,25.0418036
445,121.5662313,24.9987045
446,121.5717928,25.0027116
447,121.5619974,25.0019832
448,121.5753193,24.9989798
449,121.5669796,25.0330245
450,121.5625674,25.0034131
451,121.5630260,25.0034083
452,121.5655500,25.0033888
453,121.5705845,25.0030850
454,121.5704142,25.0042603
455,121.5680042,25.0047282
456,121.5678298,24.9989258
457,121.5675330,25.0015427
458,121.5708554,25.0044900
459,121.5660813,25.0018161
460,121.5636322,25.0337997
461,121.5637046,25.0380793
462,121.5650739,25.0409705
463,121.5736422,24.9997303
464,121.5625540,24.9972678
465,121.6103123,25.0523905
466,121.5823802,25.0445398
467,121.6026358,25.0514708
468,121.6155568,25.0448107
469,121.6136584,25.0527660
470,121.5808804,25.0426719
471,121.5909468,25.0495744
472,121.5788527,25.0411847
473,121.5756276,25.0407629
474,121.5836779,25.0464248
475,121.6154675,25.0472950
476,121.6156146,25.0495784
477,121.5877751,25.0488720
478,121.5724623,25.0408287
479,121.5857325,25.0481807
480,121.5943484,25.0503924
481,121.6157445,25.0515020
482,121.5935952,25.0502100
483,121.5931152,25.0501018
484,121.5672431,24.9991564
485,121.5679941,25.0046502
486,121.5737475,24.9999756
487,121.5751283,24.9990514
488,121.5720335,25.0028781
489,121.5704859,25.0047571
490,121.5704725,25.0041348
491,121.5703008,25.0032767
492,121.5649015,25.0034080
493,121.5622837,25.0035271
494,121.5663580,25.0017866
495,121.5630798,25.0035249
496,121.5680684,25.0010714
497,121.5064949,25.0426453
498,121.5086914,25.0445844
499,121.5078797,25.0415702
500,121.5058953,25.0458629
501,121.5053507,25.0447558
502,121.5098811,25.0414289
503,121.5155912,25.0465067
504,121.5218903,25.0395517
505,121.5270279,25.0332637
506,121.5227152,25.0448665
507,121.5226878,25.0428560
508,121.5223477,25.0418096
509,121.5329893,25.0303683
510,121.5219624,25.0402812
511,121.5289669,25.0297875
512,121.5268672,25.0300888
513,121.5150724,25.0441070
514,121.5138944,25.0460146
515,121.5788964,25.0415555
516,121.5907250,25.0498005
517,121.5929901,25.0503156
518,121.6071602,25.0522082
519,121.6102997,25.0525864
520,121.6027909,25.0517238
521,121.6144386,25.0530790
522,121.6153078,25.0457161
523,121.5823699,25.0449709
524,121.5721775,25.0410598
525,121.5805768,25.0426806
526,121.5877987,25.0490934
527,121.6155776,25.0470613
528,121.5841965,25.0474155
529,121.5588520,25.0315873
530,121.5586094,25.0316643
531,121.5288191,25.0201167
532,121.5149805,25.0380454
533,121.5313275,25.0175205
534,121.5151375,25.0368582
535,121.5149763,25.0364626
536,121.5305184,25.0184839
537,121.5264763,25.0222242
538,121.5247928,25.0239546
539,121.5260859,25.0224188
540,121.5345795,25.0143624
541,121.5202586,25.0273785
542,121.5208416,25.0270938
543,121.5204299,25.0267996
544,121.5341303,25.0151548
545,121.5279786,25.0208714
546,121.5357523,25.0131148
547,121.5362320,25.0130425
548,121.5380763,25.0081495
549,121.5378872,25.0083056
550,121.5447750,24.9979273
551,121.5446327,24.9973414
552,121.5447190,24.9948211
553,121.5411079,24.9933235
554,121.5445958,24.9946890
555,121.5426872,24.9929407
556,121.5348894,25.0251602
557,121.5451952,25.0246403
558,121.5474480,25.0245163
559,121.5508551,25.0243385
560,121.5753678,24.9858923
561,121.5361605,25.0130360
562,121.5578039,24.9991457
563,121.5959347,25.0041654
564,121.5950385,25.0025320
565,121.5896550,25.0007987
566,121.5853459,25.0031820
567,121.5884481,25.0016677
568,121.5905671,24.9997057
569,121.5951838,25.0022030
570,121.5851001,25.0029992
571,121.5913755,24.9993194
572,121.5961098,25.0041533
573,121.5587080,24.9913876
574,121.5607250,24.9869015
575,121.5615417,24.9846572
576,121.5618327,24.9843783
577,121.5609858,24.9844511
578,121.5589391,24.9840113
579,121.5568516,24.9816071
580,121.5569928,24.9814980
581,121.5583064,24.9810526
582,121.5581308,24.9811638
583,121.5589819,24.9841188
584,121.5609060,24.9869225
585,121.5610498,24.9843583
586,121.5552258,25.0017380
587,121.5565157,25.0038271
588,121.5231520,25.0271720
589,121.5739108,25.1671692
590,121.5739091,24.9880678
591,121.5576883,25.0193681
592,121.5673671,25.0052387
593,121.5677453,25.0051840
594,121.5542644,25.0229063
595,121.5740364,24.9975389
596,121.5578962,25.0195468
597,121.5534850,25.0232830
598,121.5560550,25.0209164
599,121.5561540,25.0211194
600,121.5585453,25.0182598
601,121.5608077,25.0158457
602,121.5623851,25.0138507
603,121.5609167,25.0156456
604,121.5622944,25.0143048
605,121.5725545,24.9964936
606,121.5724002,24.9961399
607,121.5700968,24.9901389
608,121.5698361,24.9898289
609,121.5709730,24.9913094
610,121.5711513,24.9914092
611,121.5635075,25.0126259
612,121.5633680,25.0125274
613,121.5713932,24.9934615
614,121.5715863,24.9935412
615,121.5792239,25.0011501
616,121.5793165,25.0009678
617,121.5831373,25.0025914
618,121.5833626,25.0028843
619,121.5682161,25.0343758
620,121.5684441,25.0337415
621,121.5682403,25.0372702
622,121.5683232,25.0395997
623,121.5685393,25.0371717
624,121.5621300,25.0018186
625,121.5202185,25.0299915
626,121.5175438,25.0340040
627,121.5085872,25.0368862
628,121.5173319,25.0337196
629,121.5137390,25.0354316
630,121.5068688,25.0376877
631,121.5093282,25.0448995
632,121.5113864,25.0358559
633,121.5207157,25.0294347
634,121.5193936,25.0309991
635,121.5090757,25.0453220
636,121.5094156,25.0455398
637,121.5104163,25.0491504
638,121.5169598,25.0500558
639,121.5310442,25.0181011
640,121.5083532,25.0418862
641,121.5082547,25.0424145
642,121.5465044,24.9869035
643,121.5441994,24.9885185
644,121.5437944,24.9885157
645,121.5412590,24.9915476
646,121.5425266,24.9896868
647,121.5541398,24.9840019
648,121.5543751,24.9845555
649,121.5519944,24.9878943
650,121.5413592,24.9920264
651,121.5569072,24.9836263
652,121.5566484,24.9833761
653,121.5532109,24.9863123
654,121.5518750,24.9876850
655,121.5496694,24.9874475
656,121.5492325,24.9872338
657,121.5468835,24.9868037
658,121.5530022,24.9869358
659,121.5706301,24.9853727
660,121.5704638,24.9860631
661,121.5665592,24.9831007
662,121.5668562,24.9833664
663,121.5689430,24.9841206
664,121.5644768,24.9825496
665,121.5645265,24.9826504
666,121.5685541,24.9837960
667,121.5699878,24.9846929
668,121.5408081,24.9890427
669,121.5549864,24.9880860
670,121.5554987,24.9883498
671,121.5593812,24.9886500
672,121.5595596,24.9888129
673,121.5574064,24.9887479
674,121.5574265,24.9886415
675,121.5409130,24.9891123
676,121.5083775,25.1256469
677,121.5081980,25.1258795
678,121.5062335,25.1243962
679,121.5061631,25.1243938
680,121.5029061,25.1224293
681,121.5439571,25.0523876
682,121.5623559,25.0410798
683,121.5622914,24.9825817
684,121.5623494,24.9829030
685,121.4932964,25.0340718
686,121.4930496,25.0340548
687,121.4894099,25.0319964
688,121.4896031,25.0320183
689,121.5025172,25.0350877
690,121.4999046,25.0351355
691,121.4963864,25.0352505
692,121.4913841,25.0318433
693,121.5134001,25.0293253
694,121.5057424,25.0328864
695,121.5097557,25.0301170
696,121.5181445,25.0298675
697,121.5158324,25.0298723
698,121.5696643,25.0242047
699,121.5471574,25.0005656
700,121.5470499,25.0006033
701,121.5777140,25.0416257
702,121.5779263,25.0422260
703,121.5776617,25.0471820
704,121.5789921,25.0481735
705,121.5778968,25.0449987
706,121.5815866,25.0452250
707,121.5779299,25.0473460
708,121.5801937,25.0479159
709,121.5777033,25.0431081
710,121.5777152,25.0449112
711,121.5779153,25.0439355
712,121.5816810,25.0454506
713,121.5808401,25.0471456
714,121.5228289,25.0429198
715,121.5342270,24.9936357
716,121.5246838,25.0267558
717,121.5167286,25.0319172
718,121.5166049,25.0319406
719,121.5184613,25.0296255
720,121.5043931,25.0380001
721,121.5027140,25.0383111
722,121.5079870,25.0453297
723,121.5551940,25.0268600
724,121.5487316,25.0419245
725,121.5487573,25.0389861
726,121.5487856,25.0451635
727,121.5488022,25.0484497
728,121.5488362,25.0521462
729,121.5695362,24.9988141
730,121.5707646,24.9963370
731,121.5696864,24.9985030
732,121.5705500,24.9960453
733,121.5020783,25.0295273
734,121.5041946,25.0305722
735,121.5040846,25.0304945
736,121.5876030,24.9882164
737,121.5801143,24.9892642
738,121.5877320,24.9872298
739,121.5801989,24.9891529
740,121.5879008,24.9873320
741,121.5872610,24.9896119
742,121.5874662,24.9894709
743,121.5855726,24.9865880
744,121.5785304,24.9889616
745,121.5858731,24.9870791
746,121.5873308,24.9856965
747,121.5783588,24.9889822
748,121.5874997,24.9883112
749,121.5873764,24.9860478
750,121.5498951,25.0040829
751,121.5510420,25.0028991
752,121.5510892,25.0030040
753,121.5500484,25.0035014
754,121.5485902,25.0048209
755,121.5497818,25.0044993
756,121.5647126,24.9895609
757,121.5647275,24.9897466
758,121.5705960,24.9916277
759,121.5702470,24.9917557
760,121.5663065,24.9906594
761,121.5664280,24.9905094
762,121.5384976,25.0038991
763,121.5123611,25.0450921
764,121.5131870,25.0456074
765,121.5154946,25.0433209
766,121.5155491,25.0434586
767,121.5513631,25.0331914
768,121.5536916,24.9824427
769,121.5537210,24.9817755
770,121.5522228,24.9885056
771,121.5523864,24.9884647
772,121.5527651,24.9980607
773,121.5533380,24.9983562
774,121.5471340,25.0144292
775,121.5458875,25.0203241
776,121.5434697,25.0220801
777,121.5475452,25.0152699
778,121.5483000,25.0181100
779,121.5432970,25.0244599
780,121.5437627,25.0142897
781,121.5452739,25.0125884
782,121.5454928,25.0129369
783,121.5480982,25.0161208
784,121.5437070,25.0142673
785,121.5300455,25.0543154
786,121.5508234,25.0159808
787,121.5501976,25.0413026
788,121.5563634,25.0412334
789,121.5410910,25.0415008
790,121.5593881,25.0411300
791,121.5665594,25.0412193
792,121.5630068,25.0413092
793,121.5526116,25.0344391
794,121.5497430,25.0396452
795,121.5522396,25.0366137
796,121.5536288,25.0412503
797,121.5277135,25.0267381
798,121.5496927,25.0270798
799,121.5244649,25.0270373
800,121.5527689,25.0376849
801,121.5516263,25.0379152
802,121.5577434,25.0388848
803,121.5500548,25.0267493
804,121.5501272,25.0248390
805,121.5385764,25.0256812
806,121.5362917,25.0259584
807,121.5326939,25.0263548
808,121.5299450,25.0265913
809,121.5557194,25.0378496
810,121.5520513,25.0364692
811,121.5523917,25.0344449
812,121.5552673,25.0376308
813,121.5531125,25.0378816
814,121.5509859,25.0377165
815,121.5575248,25.0390780
816,121.5523183,25.0310984
817,121.5524819,25.0310911
818,121.5503240,25.0287494
819,121.5572242,25.0375810
820,121.5311172,25.0426004
821,121.5264005,25.0439346
822,121.5170622,25.0461228
823,121.5145918,25.0467586
824,121.5553989,24.9804399
825,121.5557806,24.9803625
826,121.5688404,25.0025014
827,121.5683818,25.0023969
828,121.5697067,25.0022814
829,121.5704349,25.0017369
830,121.5636878,25.0049930
831,121.5641351,25.0055132
832,121.5607320,25.0053601
833,121.5597115,25.0056250
834,121.5576075,25.0425279
835,121.5577324,25.0493649
836,121.5578822,25.0469141
837,121.5579884,25.0425073
838,121.5576397,25.0339410
839,121.5574184,25.0365401
840,121.5576410,25.0473345
841,121.5572937,25.0308631
842,121.5579822,25.0485454
843,121.5575015,25.0310441
844,121.5576733,25.0366188
845,121.5462255,25.0333633
846,121.5482667,25.0332436
847,121.5077968,25.0372079
848,121.5457011,25.0333044
849,121.5068265,25.0380694
850,121.5269283,25.0341410
851,121.5024588,25.0381204
852,121.5008304,25.0385044
853,121.5011201,25.0383112
854,121.5047354,25.0422063
855,121.5322860,25.0335809
856,121.5432548,25.0333614
857,121.5240214,25.0356040
858,121.5355884,25.0335210
859,121.5421310,25.0334593
860,121.5205617,25.0373957
861,121.5382955,25.0335310
862,121.5392329,25.0334227
863,121.5207760,25.0371829
864,121.5361263,25.0335887
865,121.5094578,25.0391508
866,121.5090727,25.0390860
867,121.5297608,25.0337259
868,121.5246195,25.0353589
869,121.5302535,25.0337266
870,121.5074702,25.0381885
871,121.5493489,25.0333044
872,121.5527681,25.0332397
873,121.5331281,25.0336391
874,121.5276110,25.0340747
875,121.5577838,25.0331209
876,121.5439503,25.0334083
877,121.5571944,25.0330638
878,121.5545428,25.0331999
879,121.5539987,25.0331391
880,121.5188434,25.0322078
881,121.5065360,25.0354709
882,121.5329456,25.0451419
883,121.5329937,25.0482668
884,121.5328567,25.0332843
885,121.5328902,25.0378395
886,121.5338578,25.0305176
887,121.5329308,25.0420084
888,121.5645469,25.0360329
889,121.5648765,25.0357604
890,121.5672100,25.0357264
891,121.5446895,25.1538815
892,121.5578261,25.0377566
893,121.5652706,25.0367802
894,121.5611620,25.0375094
895,121.5606959,25.0376715
896,121.5655497,25.0367559
897,121.5620119,25.0371375
898,121.5677168,25.0327242
899,121.5653110,25.0343038
900,121.5655538,25.0346068
901,121.5345395,25.0380391
902,121.5346657,25.0382602
903,121.5369915,25.0379850
904,121.5338329,25.0384110
905,121.5473699,25.0380003
906,121.5476475,25.0377828
907,121.5295509,25.0382965
908,121.5280617,25.0381882
909,121.5324102,25.0381144
910,121.5393437,25.0381709
911,121.5409336,25.0379151
912,121.5439216,25.0380749
913,121.5458541,25.0378204
914,121.5212857,25.0387499
915,121.5254062,25.0383714
916,121.5211175,25.0389169
917,121.5237601,25.0384300
918,121.5782621,25.0453261
919,121.5085484,25.0363176
920,121.5116062,25.0351861
921,121.5131881,25.0466039
922,121.5294220,25.0579181
923,121.5145931,25.0433347
924,121.5132033,25.0447725
925,121.5131832,25.0444104
926,121.5197824,25.0526732
927,121.5197444,25.0528887
928,121.5250696,25.0520956
929,121.5255801,25.0521473
930,121.5302814,25.0521065
931,121.5298677,25.0520263
932,121.5332890,25.0520603
933,121.5326773,25.0520046
934,121.5401701,25.0519066
935,121.5407247,25.0519483
936,121.5372968,25.0520304
937,121.5362949,25.0519739
938,121.5436649,25.0518329
939,121.5491519,25.0432131
940,121.5491110,25.0393351
941,121.5491899,25.0457243
942,121.5492395,25.0488697
943,121.5444042,25.0518616
944,121.5316305,25.0213585
945,121.5265207,25.0305120
946,121.5671223,24.9851114
947,121.5661004,24.9837378
948,121.5674236,24.9857158
949,121.5659677,24.9838042
950,121.5597157,24.9813605
951,121.5619322,24.9820163
952,121.5616576,24.9818808
953,121.5233446,25.0268457
954,121.5267797,25.0306774
955,121.5277569,25.0367211
956,121.5272540,25.0332885
957,121.5286949,25.0397446
958,121.5292187,25.0404369
959,121.5294104,25.0488216
960,121.5282946,25.0509162
961,121.5282236,25.0375547
962,121.5279566,25.0637243
963,121.5277787,25.0566950
964,121.5244082,25.0806715
965,121.5273505,25.0905850
966,121.5277277,25.0911768
967,121.5277560,25.0542436
968,121.5283047,25.0944545
969,121.5250910,25.1031028
970,121.5255713,25.1039226
971,121.5253594,25.0854064
972,121.5276769,25.0927185
973,121.5279220,25.0618279
974,121.5280511,25.0675298
975,121.5277242,25.0970822
976,121.5280310,25.0660242
977,121.5267033,25.0870890
978,121.5269867,25.0879527
979,121.5301487,25.1070213
980,121.5310490,25.1182315
981,121.5172859,25.1189207
982,121.5346766,25.1172520
983,121.5264005,25.1185945
984,121.5319012,25.1132869
985,121.5196538,25.1186280
986,121.5206434,25.1188202
987,121.5215562,25.1191702
988,121.5306977,25.1094435
989,121.5286872,25.1051103
990,121.5276786,25.1184728
991,121.5235949,25.1186730
992,121.5310317,25.1180469
993,121.5275169,25.0634854
994,121.5273828,25.0571061
995,121.5246932,25.0817402
996,121.5277039,25.0510870
997,121.5273347,25.0533517
