,經度,緯度
745,121.5390792,25.0462979
746,121.5137778,25.0457328
747,121.5139011,25.0459210
748,121.5134831,25.0460907
749,121.5420061,25.0476968
750,121.5422243,25.0478945
751,121.5422314,25.0488123
752,121.5409438,25.0481986
753,121.5422349,25.0489497
754,121.5422078,25.0498675
755,121.5420006,25.0487225
756,121.5422405,25.0492398
757,121.5428011,25.0481475
758,121.5422208,25.0474637
759,121.5318385,25.0483560
760,121.5422518,25.0494443
761,121.5422488,25.0494048
762,121.5863994,25.0886347
763,121.5864363,25.0886211
764,121.5498165,25.0382267
765,121.5327901,25.0527527
766,121.5327892,25.0528197
767,121.5335608,25.0532335
768,121.5566960,25.0482076
769,121.5605666,25.0352407
770,121.6168124,25.0540163
771,121.6160457,25.0526670
772,121.6160376,25.0526154
773,121.6163300,25.0524244
774,121.6156615,25.0513898
775,121.6168262,25.0519017
776,121.6170461,25.0521315
777,121.5550730,25.0531790
778,121.5155472,25.0445671
779,121.5157370,25.0445600
780,121.5108865,25.0468795
781,121.5133842,25.0461521
782,121.5548800,25.0522460
783,121.5882764,25.0528001
784,121.5422402,25.0481679
785,121.5538441,25.0523915
786,121.5105365,25.0416477
787,121.5139633,25.0429048
788,121.5243333,25.0575941
789,121.5432024,25.0217757
790,121.5222077,25.0943332
791,121.5363971,25.0581337
792,121.5349282,25.0544338
793,121.5474133,25.0586290
794,121.5262175,25.1181333
795,121.5746249,25.0727428
796,121.5052810,25.0427927
797,121.5059974,25.0380022
798,121.5048228,25.0425721
799,121.5047759,25.0423292
800,121.5057449,25.1359174
801,121.5055219,25.0398310
802,121.5226636,25.0256891
803,121.5522297,25.0412164
804,121.5798788,25.0422292
805,121.5316755,25.0198512
806,121.5616252,24.9817652
807,121.5172789,25.0632888
808,121.5442127,25.0486180
809,121.5327267,25.0476610
810,121.5257900,25.0647574
811,121.5345886,25.0603662
812,121.5338286,25.0606289
813,121.5348052,25.0607703
814,121.5340707,25.0610197
815,121.5435572,25.0222651
816,121.5321126,25.0610819
817,121.5315472,25.0598445
818,121.5323925,25.0580388
819,121.5310530,25.0604130
820,121.5310076,25.0604130
821,121.5327913,25.0197387
822,121.5319567,25.0196832
823,121.5662461,25.0497350
824,121.5660408,25.0498237
825,121.5664646,25.0524674
826,121.5259245,25.0670231
827,121.5257122,25.0673516
828,121.5254818,25.0676667
829,121.5245001,25.0676442
830,121.5257313,25.0673079
831,121.5263696,25.0667481
832,121.5439833,24.9992184
833,121.5439611,24.9992573
834,121.5254971,25.0640191
835,121.5228525,25.0655908
836,121.5255691,25.0640296
837,121.5305019,25.0423476
838,121.5310558,25.0401101
839,121.5310439,25.0400653
840,121.5293758,25.0429958
841,121.5617395,24.9848526
842,121.5639154,24.9830892
843,121.5698378,25.0454787
844,121.5059459,25.0447172
845,121.5058068,25.0446099
846,121.5057835,25.0445528
847,121.5062167,25.0433010
848,121.5787751,25.0767097
849,121.5779163,25.0771464
850,121.5435970,25.0245612
851,121.5546844,25.0265154
852,121.5665669,25.0474276
853,121.5122643,25.0441633
854,121.5254377,25.0387140
855,121.5420086,25.0553220
856,121.5423066,24.9912627
857,121.5935222,25.0514820
858,121.5389780,25.0601483
859,121.5655230,25.0425576
860,121.5434895,25.0421322
861,121.5243996,25.0536092
862,121.6155978,25.0573955
863,121.5065422,25.0434442
864,121.5068365,25.0436012
865,121.5075115,25.0433416
866,121.5074726,25.0463871
867,121.5357802,25.0120446
868,121.5416642,25.0254370
869,121.6154291,25.0529257
870,121.5168630,25.0460728
871,121.6156476,25.0513116
872,121.6144648,25.0550251
873,121.5294528,25.0306475
874,121.5417932,25.0521841
875,121.5002746,25.0262855
876,121.5861117,25.0389339
877,121.5281023,25.0623609
878,121.5415245,24.9935798
879,121.5533052,25.0240508
880,121.5313286,25.0480596
881,121.5186624,25.0698088
882,121.5372404,25.0534413
883,121.5371989,25.0546004
884,121.5102340,25.1119771
885,121.5109018,25.1362512
886,121.5039824,25.1362891
887,121.5693029,24.9876758
888,121.5649998,25.0827550
889,121.5155212,25.1359231
890,121.5191800,25.0368946
891,121.5334830,25.0534308
892,121.5336654,25.0532040
893,121.5342891,25.0588654
894,121.5339543,25.0588704
895,121.5335001,25.0533341
896,121.5336985,25.0532095
897,121.5346706,25.0544344
898,121.5346715,25.0544672
899,121.5655719,25.0499546
900,121.5626231,25.0504537
901,121.5360529,25.0526143
902,121.5353638,25.0535485
903,121.5357296,25.0526355
904,121.5349106,25.0442783
905,121.5017707,25.1263375
906,121.5539515,25.0388118
907,121.5335513,25.0555998
908,121.5364307,25.0548769
909,121.5323015,25.0522516
910,121.5587652,25.0798076
911,121.6168938,25.0687314
912,121.5196703,25.0429596
913,121.5418892,25.0265884
914,121.5414758,25.0285632
915,121.5432948,25.0297961
916,121.5421125,25.0430492
917,121.5427343,25.0216304
918,121.5446485,25.0446958
919,121.5537047,25.0446051
920,121.5343444,25.0526178
921,121.5532731,25.0479808
922,121.5389570,25.0002501
923,121.5342376,25.0526168
924,121.5351277,25.0539277
925,121.5832584,25.0792067
926,121.5978538,25.0849635
927,121.5233398,25.0629197
928,121.5337887,25.0532902
929,121.5337420,25.0532919
930,121.5337026,25.0532887
931,121.5337350,25.0532072
932,121.5340560,25.0532041
933,121.5337842,25.0532017
934,121.5341624,25.0532108
935,121.5340958,25.0532991
936,121.5339097,25.0531955
937,121.5337859,25.0528337
938,121.5339502,25.0528304
939,121.5342689,25.0542894
940,121.5311782,25.0537135
941,121.5336787,25.0528316
942,121.5340030,25.0528282
943,121.5339090,25.0526131
944,121.5346778,25.0541429
945,121.5310299,25.0537162
946,121.5339772,25.0526207
947,121.5653161,24.9877206
948,121.5647713,24.9885018
949,121.5645396,24.9885755
950,121.5265024,25.0423133
951,121.5479529,25.0388440
952,121.5497559,25.0409839
953,121.5219163,25.0516944
954,121.5324193,25.0366966
955,121.5261833,25.0648048
956,121.5346433,25.0348547
957,121.5183386,25.0354808
958,121.5241050,25.0648581
959,121.5236892,25.0949880
960,121.5231378,25.0945316
961,121.5236873,25.0405798
962,121.5222273,25.0946493
963,121.5263789,25.0647968
964,121.5532162,25.0480624
965,121.5336632,25.0539342
966,121.5393492,24.9994322
967,121.5391293,24.9993289
968,121.5392996,24.9995732
969,121.5326187,25.0151279
970,121.5326854,25.0151561
971,121.5450739,24.9950739
972,121.5418612,24.9931903
973,121.5312745,25.0158842
974,121.5502700,25.0226423
975,121.5409696,25.0232653
976,121.5397032,24.9907021
977,121.5400932,24.9916592
978,121.5263689,25.0569498
979,121.5333729,25.0200027
980,121.5254592,25.0652164
981,121.5293242,25.0298426
982,121.5292867,25.0298456
983,121.5282803,25.0300184
984,121.5423704,24.9898231
985,121.5411895,24.9898558
986,121.5418376,24.9915420
987,121.5413931,24.9906444
988,121.5414975,24.9905696
989,121.5414412,24.9907739
990,121.5448690,25.0520103
991,121.5652188,25.0405569
992,121.5681979,24.9865232
993,121.5679082,24.9867747
994,121.5685696,24.9870380
995,121.5676119,24.9856694
996,121.5686494,24.9874437
997,121.5680015,24.9881494
